"hour","week","temp","htemp","atemp","hum","wind","Y"
4,0,0.633451957295374,0.476047904191617,0.729344729344729,0.216867469879518,0.0597014925373134,53
5,0,0.633451957295374,0.476047904191617,0.729344729344729,0.216867469879518,0.104477611940299,31
6,0,0.633451957295374,0.488023952095808,0.729344729344729,0.228915662650602,0.0597014925373134,60
7,0,0.619217081850534,0.488023952095808,0.717948717948718,0.240963855421687,0.149253731343284,165
8,0,0.608540925266904,0.458083832335329,0.709401709401709,0.216867469879518,0.0746268656716418,316
9,0,0.637010676156584,0.488023952095808,0.732193732193732,0.228915662650602,0.119402985074627,683
10,0,0.672597864768683,0.494011976047904,0.760683760683761,0.204819277108434,0.104477611940299,365
11,0,0.718861209964413,0.476047904191617,0.797720797720798,0.156626506024096,0.134328358208955,221
12,0,0.772241992882562,0.529940119760479,0.84045584045584,0.168674698795181,0.134328358208955,277
13,0,0.772241992882562,0.589820359281437,0.84045584045584,0.228915662650602,0.0895522388059701,323
14,0,0.750889679715303,0.88622754491018,0.823361823361823,0.710843373493976,0.0597014925373134,281
15,0,0.761565836298932,0.87125748502994,0.783475783475783,0.662650602409639,0.26865671641791,249
16,0,0.704626334519573,0.916167664670659,0.729344729344729,0.879518072289157,0.283582089552239,63
17,0,0.679715302491103,0.922155688622755,0.766381766381766,0.951807228915663,0.17910447761194,18
18,0,0.672597864768683,0.931137724550898,0.666666666666667,0.987951807228916,0.447761194029851,43
19,0,0.629893238434164,0.862275449101796,0.621082621082621,0.891566265060241,0.477611940298507,170
20,0,0.604982206405694,0.826347305389222,0.603988603988604,0.855421686746988,0.432835820895522,167
21,0,0.569395017793594,0.799401197604791,0.56980056980057,0.855421686746988,0.432835820895522,181
22,0,0.519572953736655,0.736526946107784,0.495726495726496,0.807228915662651,0.582089552238806,187
23,0,0.483985765124555,0.697604790419162,0.487179487179487,0.783132530120482,0.432835820895522,170
24,0,0.444839857651246,0.655688622754491,0.427350427350427,0.759036144578313,0.567164179104478,139
1,1,0.419928825622776,0.631736526946108,0.421652421652422,0.746987951807229,0.462686567164179,96
2,1,0.366548042704626,0.529940119760479,0.347578347578348,0.614457831325301,0.582089552238806,120
3,1,0.327402135231317,0.51497005988024,0.324786324786325,0.650602409638554,0.492537313432836,75
4,1,0.295373665480427,0.37125748502994,0.267806267806268,0.421686746987952,0.641791044776119,55
5,1,0.259786476868327,0.320359281437126,0.270655270655271,0.385542168674699,0.447761194029851,45
6,1,0.224199288256228,0.302395209580838,0.227920227920228,0.397590361445783,0.477611940298507,44
7,1,0.188612099644128,0.227544910179641,0.156695156695157,0.325301204819277,0.671641791044776,84
8,1,0.170818505338078,0.212574850299401,0.150997150997151,0.325301204819277,0.597014925373134,211
9,1,0.160142348754448,0.161676646706587,0.156695156695157,0.265060240963855,0.522388059701492,423
10,1,0.202846975088968,0.173652694610778,0.199430199430199,0.240963855421687,0.522388059701492,228
11,1,0.217081850533808,0.110778443113773,0.196581196581197,0.156626506024096,0.597014925373134,132
12,1,0.231316725978648,0.119760479041916,0.219373219373219,0.156626506024096,0.552238805970149,184
13,1,0.241992882562278,0.12874251497006,0.222222222222222,0.156626506024096,0.597014925373134,180
14,1,0.263345195729537,0.179640718562874,0.233618233618234,0.192771084337349,0.641791044776119,189
15,1,0.288256227758007,0.218562874251497,0.279202279202279,0.216867469879518,0.537313432835821,169
16,1,0.274021352313167,0.227544910179641,0.245014245014245,0.240963855421687,0.641791044776119,181
17,1,0.256227758007117,0.251497005988024,0.250712250712251,0.289156626506024,0.522388059701492,181
18,1,0.224199288256228,0.269461077844311,0.259259259259259,0.349397590361446,0.358208955223881,239
19,1,0.206405693950178,0.287425149700599,0.210826210826211,0.397590361445783,0.477611940298507,351
20,1,0.188612099644128,0.308383233532934,0.202279202279202,0.457831325301205,0.447761194029851,248
21,1,0.163701067615658,0.269461077844311,0.142450142450142,0.421686746987952,0.611940298507463,178
22,1,0.138790035587189,0.221556886227545,0.11965811965812,0.373493975903614,0.597014925373134,145
23,1,0.124555160142349,0.152694610778443,0.105413105413105,0.289156626506024,0.597014925373134,117
24,1,0.113879003558719,0.107784431137725,0.0997150997150997,0.240963855421687,0.582089552238806,106
1,2,0.099644128113879,0.0688622754491018,0.136752136752137,0.204819277108434,0.373134328358209,90
2,2,0.0925266903914591,0.0718562874251498,0.105413105413105,0.216867469879518,0.462686567164179,89
3,2,0.0925266903914591,0.0508982035928145,0.094017094017094,0.192771084337349,0.507462686567164,50
4,2,0.0854092526690391,0.0449101796407186,0.122507122507123,0.192771084337349,0.373134328358209,32
5,2,0.0782918149466193,0.029940119760479,0.0712250712250712,0.180722891566265,0.552238805970149,24
6,2,0.0747330960854093,0.0269461077844312,0.113960113960114,0.180722891566265,0.373134328358209,34
7,2,0.0676156583629893,0.032934131736527,0.0854700854700855,0.192771084337349,0.447761194029851,71
8,2,0.0569395017793595,0.0239520958083833,0.145299145299145,0.192771084337349,0.238805970149254,164
9,2,0.0711743772241993,0.00299401197604795,0.0740740740740741,0.156626506024096,0.507462686567164,364
10,2,0.117437722419929,0,0.0826210826210827,0.120481927710843,0.686567164179104,192
11,2,0.167259786476868,0.0479041916167665,0.153846153846154,0.132530120481928,0.567164179104478,90
12,2,0.199288256227758,0.0838323353293413,0.179487179487179,0.144578313253012,0.597014925373134,124
13,2,0.206405693950178,0.0778443113772456,0.13960113960114,0.132530120481928,0.895522388059702,121
14,2,0.238434163701068,0.11377245508982,0.225071225071225,0.144578313253012,0.567164179104478,140
15,2,0.249110320284697,0.155688622754491,0.233618233618234,0.180722891566265,0.567164179104478,125
16,2,0.234875444839858,0.158682634730539,0.196581196581197,0.192771084337349,0.701492537313433,149
17,2,0.213523131672598,0.095808383233533,0.207977207977208,0.144578313253012,0.522388059701492,124
18,2,0.170818505338078,0.0988023952095809,0.170940170940171,0.180722891566265,0.507462686567164,203
19,2,0.142348754448399,0.110778443113773,0.190883190883191,0.216867469879518,0.328358208955224,297
20,2,0.124555160142349,0.143712574850299,0.321937321937322,0.27710843373494,0.194029850746269,211
21,2,0.110320284697509,0.158682634730539,0.11965811965812,0.313253012048193,0.477611940298507,125
22,2,0.0925266903914591,0.18562874251497,0.0740740740740741,0.373493975903614,0.597014925373134,132
23,2,0.0747330960854093,0.155688622754491,0.0712250712250712,0.349397590361446,0.537313432835821,121
24,2,0.0676156583629893,0.149700598802395,0.056980056980057,0.349397590361446,0.567164179104478,82
1,3,0.0604982206405694,0.137724550898204,0.113960113960114,0.337349397590361,0.328358208955224,78
2,3,0.0640569395017794,0.140718562874252,0.273504273504274,0.337349397590361,0.194029850746269,68
3,3,0.0640569395017794,0.122754491017964,0.133903133903134,0.313253012048193,0.283582089552239,60
4,3,0.0676156583629893,0.101796407185629,0.111111111111111,0.27710843373494,0.358208955223881,32
5,3,0.0711743772241993,0.104790419161677,0.0997150997150997,0.27710843373494,0.402985074626866,22
6,3,0.0604982206405694,0.0568862275449102,0.076923076923077,0.228915662650602,0.447761194029851,34
7,3,0.0569395017793595,0.0568862275449102,0.111111111111111,0.228915662650602,0.328358208955224,71
8,3,0.0498220640569396,0.0419161676646707,0.056980056980057,0.216867469879518,0.492537313432836,165
9,3,0.0569395017793595,0.0568862275449102,0.0797720797720798,0.228915662650602,0.432835820895522,349
10,3,0.0889679715302491,0.0808383233532935,0.131054131054131,0.228915662650602,0.358208955223881,187
11,3,0.142348754448399,0.029940119760479,0.13960113960114,0.132530120481928,0.522388059701492,105
12,3,0.177935943060498,0.0568862275449102,0.182336182336182,0.132530120481928,0.477611940298507,122
13,3,0.227758007117438,0.116766467065868,0.210826210826211,0.156626506024096,0.582089552238806,142
14,3,0.263345195729537,0.116766467065868,0.299145299145299,0.132530120481928,0.343283582089552,130
15,3,0.288256227758007,0.173652694610778,0.276353276353276,0.168674698795181,0.552238805970149,160
16,3,0.291814946619217,0.209580838323353,0.313390313390313,0.204819277108434,0.388059701492537,130
17,3,0.245551601423488,0.18562874251497,0.225071225071225,0.216867469879518,0.597014925373134,152
18,3,0.213523131672598,0.173652694610778,0.193732193732194,0.228915662650602,0.597014925373134,170
19,3,0.181494661921708,0.149700598802395,0.170940170940171,0.228915662650602,0.552238805970149,288
20,3,0.153024911032028,0.12874251497006,0.190883190883191,0.228915662650602,0.358208955223881,178
21,3,0.131672597864769,0.131736526946108,0.179487179487179,0.253012048192771,0.328358208955224,141
22,3,0.113879003558719,0.116766467065868,0.150997150997151,0.253012048192771,0.373134328358209,137
23,3,0.103202846975089,0.110778443113773,0.128205128205128,0.253012048192771,0.417910447761194,113
24,3,0.0960854092526691,0.095808383233533,0.173789173789174,0.240963855421687,0.253731343283582,79
1,4,0.0889679715302491,0.0898203592814371,0.168091168091168,0.240963855421687,0.253731343283582,68
2,4,0.0782918149466193,0.0718562874251498,0.131054131054131,0.228915662650602,0.328358208955224,93
3,4,0.0676156583629893,0.0718562874251498,0.0883190883190884,0.240963855421687,0.432835820895522,54
4,4,0.0498220640569396,0.0778443113772456,0.145299145299145,0.265060240963855,0.223880597014925,41
5,4,0.0320284697508898,0.0808383233532935,0.0826210826210827,0.289156626506024,0.343283582089552,24
6,4,0.0142348754448399,0.0868263473053893,0.105413105413105,0.313253012048193,0.238805970149254,36
7,4,0.0106761565836299,0.065868263473054,0.0142450142450142,0.289156626506024,0.507462686567164,64
8,4,0,0.0748502994011976,0.0427350427350427,0.313253012048193,0.373134328358209,142
9,4,0.0106761565836299,0.0568862275449102,0,0.27710843373494,0.567164179104478,322
10,4,0.0462633451957296,0.0479041916167665,0.0484330484330485,0.228915662650602,0.507462686567164,149
11,4,0.0782918149466193,0.0508982035928145,0.0826210826210827,0.204819277108434,0.492537313432836,96
12,4,0.120996441281139,0.0718562874251498,0.148148148148148,0.192771084337349,0.402985074626866,93
13,4,0.160142348754448,0.0808383233532935,0.185185185185185,0.168674698795181,0.402985074626866,111
14,4,0.202846975088968,0.0988023952095809,0.233618233618234,0.156626506024096,0.373134328358209,115
15,4,0.227758007117438,0.116766467065868,0.227920227920228,0.156626506024096,0.492537313432836,116
16,4,0.249110320284697,0.143712574850299,0.270655270655271,0.168674698795181,0.402985074626866,140
17,4,0.224199288256228,0.161676646706587,0.225071225071225,0.204819277108434,0.492537313432836,147
18,4,0.181494661921708,0.149700598802395,0.213675213675214,0.228915662650602,0.373134328358209,196
19,4,0.163701067615658,0.134730538922156,0.202279202279202,0.228915662650602,0.358208955223881,305
20,4,0.145907473309609,0.140718562874252,0.222222222222222,0.253012048192771,0.253731343283582,171
21,4,0.131672597864769,0.140718562874252,0.202279202279202,0.265060240963855,0.26865671641791,121
22,4,0.113879003558719,0.161676646706587,0.185185185185185,0.313253012048193,0.26865671641791,130
23,4,0.120996441281139,0.149700598802395,0.148148148148148,0.289156626506024,0.402985074626866,108
24,4,0.099644128113879,0.167664670658683,0.301994301994302,0.337349397590361,0.17910447761194,89
1,5,0.0960854092526691,0.170658682634731,0.299145299145299,0.349397590361446,0.119402985074627,80
2,5,0.0889679715302491,0.167664670658683,0.293447293447293,0.349397590361446,0.0895522388059701,94
3,5,0.0889679715302491,0.167664670658683,0.293447293447293,0.349397590361446,0.119402985074627,75
4,5,0.0889679715302491,0.197604790419162,0.293447293447293,0.397590361445783,0.119402985074627,41
5,5,0.0854092526690391,0.179640718562874,0.290598290598291,0.373493975903614,0.119402985074627,36
6,5,0.0889679715302491,0.197604790419162,0.293447293447293,0.397590361445783,0.104477611940299,25
7,5,0.0747330960854093,0.224550898203593,0.282051282051282,0.469879518072289,0.194029850746269,33
8,5,0.0676156583629893,0.251497005988024,0.276353276353276,0.530120481927711,0.134328358208955,57
9,5,0.0960854092526691,0.215568862275449,0.299145299145299,0.421686746987952,0.164179104477612,84
10,5,0.195729537366548,0.179640718562874,0.378917378917379,0.253012048192771,0.0895522388059701,105
11,5,0.291814946619217,0.230538922155689,0.455840455840456,0.228915662650602,0.164179104477612,96
12,5,0.359430604982206,0.272455089820359,0.381766381766382,0.216867469879518,0.373134328358209,125
13,5,0.398576512455516,0.24251497005988,0.435897435897436,0.156626506024096,0.313432835820896,145
14,5,0.487544483985765,0.281437125748503,0.521367521367521,0.132530120481928,0.298507462686567,189
15,5,0.501779359430605,0.305389221556886,0.527065527065527,0.144578313253012,0.328358208955224,193
16,5,0.501779359430605,0.290419161676647,0.515669515669516,0.132530120481928,0.388059701492537,192
17,5,0.469750889679715,0.281437125748503,0.50997150997151,0.144578313253012,0.283582089552239,195
18,5,0.398576512455516,0.290419161676647,0.404558404558405,0.204819277108434,0.447761194029851,207
19,5,0.380782918149466,0.29940119760479,0.424501424501425,0.228915662650602,0.298507462686567,162
20,5,0.362989323843416,0.31437125748503,0.421652421652422,0.265060240963855,0.253731343283582,122
21,5,0.352313167259786,0.296407185628743,0.373219373219373,0.253012048192771,0.388059701492537,117
22,5,0.355871886120996,0.37125748502994,0.387464387464387,0.349397590361446,0.343283582089552,103
23,5,0.362989323843416,0.368263473053892,0.512820512820513,0.337349397590361,0.17910447761194,114
24,5,0.366548042704626,0.317365269461078,0.396011396011396,0.265060240963855,0.343283582089552,103
1,6,0.366548042704626,0.395209580838323,0.393162393162393,0.373493975903614,0.358208955223881,125
2,6,0.355871886120996,0.434131736526946,0.404558404558405,0.44578313253012,0.283582089552239,103
3,6,0.359430604982206,0.422155688622755,0.413105413105413,0.421686746987952,0.26865671641791,72
4,6,0.362989323843416,0.323353293413174,0.427350427350427,0.27710843373494,0.238805970149254,67
5,6,0.366548042704626,0.287425149700599,0.435897435897436,0.228915662650602,0.223880597014925,38
6,6,0.355871886120996,0.29940119760479,0.404558404558405,0.253012048192771,0.283582089552239,21
7,6,0.348754448398576,0.332335329341317,0.398860398860399,0.301204819277108,0.283582089552239,30
8,6,0.345195729537367,0.362275449101796,0.404558404558405,0.349397590361446,0.253731343283582,42
9,6,0.355871886120996,0.356287425149701,0.41025641025641,0.325301204819277,0.26865671641791,72
10,6,0.423487544483986,0.350299401197605,0.467236467236467,0.253012048192771,0.283582089552239,104
11,6,0.469750889679715,0.293413173652695,0.484330484330484,0.156626506024096,0.388059701492537,111
12,6,0.508896797153025,0.311377245508982,0.524216524216524,0.144578313253012,0.373134328358209,145
13,6,0.548042704626335,0.281437125748503,0.561253561253561,0.0963855421686747,0.373134328358209,189
14,6,0.580071174377224,0.269461077844311,0.578347578347578,0.072289156626506,0.447761194029851,206
15,6,0.565836298932384,0.308383233532934,0.532763532763533,0.108433734939759,0.641791044776119,225
16,6,0.558718861209964,0.359281437125749,0.532763532763533,0.156626506024096,0.597014925373134,217
17,6,0.498220640569395,0.374251497005988,0.45014245014245,0.216867469879518,0.776119402985075,187
18,6,0.459074733096085,0.377245508982036,0.441595441595442,0.253012048192771,0.552238805970149,178
19,6,0.419928825622776,0.305389221556886,0.407407407407407,0.204819277108434,0.537313432835821,157
20,6,0.384341637010676,0.269461077844311,0.396011396011396,0.192771084337349,0.417910447761194,134
21,6,0.373665480427046,0.302395209580838,0.364672364672365,0.240963855421687,0.522388059701492,113
22,6,0.352313167259786,0.344311377245509,0.376068376068376,0.313253012048193,0.373134328358209,106
23,6,0.323843416370107,0.338323353293413,0.364672364672365,0.337349397590361,0.313432835820896,105
24,6,0.302491103202847,0.347305389221557,0.464387464387464,0.373493975903614,0.104477611940299,81
1,0,0.284697508896797,0.347305389221557,0.45014245014245,0.397590361445783,0.194029850746269,80
