date,season,year,month,hour,week,workingday,condition,temp,htemp,atemp,hum,wind,cnt
2018-01-23,1,0,1,9,1,1,1.0,-13.3,-25.2,-20.1,36,3.5,423
2018-01-23,1,0,1,10,1,1,1.0,-12.1,-24.8,-18.6,34,3.5,228
2018-01-23,1,0,1,11,1,1,1.0,-11.7,-26.9,-18.7,27,4.0,132
2018-01-23,1,0,1,12,1,1,1.0,-11.3,-26.6,-17.9,27,3.7,184
2018-01-23,1,0,1,13,1,1,1.0,-11.0,-26.3,-17.8,27,4.0,180
2018-01-23,1,0,1,14,1,1,1.0,-10.4,-24.6,-17.4,30,4.3,189
2018-01-23,1,0,1,15,1,1,1.0,-9.7,-23.3,-15.8,32,3.6,169
2018-01-23,1,0,1,16,1,1,1.0,-10.1,-23.0,-17.0,34,4.3,181
2018-01-23,1,0,1,17,1,1,1.0,-10.6,-22.2,-16.8,38,3.5,181
2018-01-23,1,0,1,18,1,1,1.0,-11.5,-21.6,-16.5,43,2.4,239
2018-01-23,1,0,1,19,1,1,,-12.0,-21.0,-18.2,47,3.2,351
2018-01-23,1,0,1,20,1,1,,-12.5,-20.3,-18.5,52,3.0,248
2018-01-23,1,0,1,21,1,1,1.0,-13.2,-21.6,-20.6,49,4.1,178
2018-01-23,1,0,1,22,1,1,,-13.9,-23.2,-21.4,45,4.0,145
2018-01-23,1,0,1,23,1,1,,-14.3,-25.5,-21.9,38,4.0,117
2018-01-23,1,0,1,24,1,1,1.0,-14.6,-27.0,-22.1,34,3.9,106
2018-01-24,1,0,1,1,2,1,,-15.0,-28.3,-20.8,31,2.5,90
2018-01-24,1,0,1,2,2,1,,-15.2,-28.2,-21.9,32,3.1,89
2018-01-24,1,0,1,3,2,1,1.0,-15.2,-28.9,-22.3,30,3.4,50
2018-01-24,1,0,1,4,2,1,1.0,-15.4,-29.1,-21.3,30,2.5,32
2018-01-24,1,0,1,5,2,1,1.0,-15.6,-29.6,-23.1,29,3.7,24
2018-01-24,1,0,1,6,2,1,1.0,-15.7,-29.7,-21.6,29,2.5,34
2018-01-24,1,0,1,7,2,1,1.0,-15.9,-29.5,-22.6,30,3.0,71
2018-01-24,1,0,1,8,2,1,1.0,-16.2,-29.8,-20.5,30,1.6,164
2018-01-24,1,0,1,9,2,1,1.0,-15.8,-30.5,-23.0,27,3.4,364
2018-01-24,1,0,1,10,2,1,1.0,-14.5,-30.6,-22.7,24,4.6,192
2018-01-24,1,0,1,11,2,1,1.0,-13.1,-29.0,-20.2,25,3.8,90
2018-01-24,1,0,1,12,2,1,1.0,-12.2,-27.8,-19.3,26,4.0,124
2018-01-24,1,0,1,13,2,1,1.0,-12.0,-28.0,-20.7,25,6.0,121
2018-01-24,1,0,1,14,2,1,1.0,-11.1,-26.8,-17.7,26,3.8,140
2018-01-24,1,0,1,15,2,1,1.0,-10.8,-25.4,-17.4,29,3.8,125
2018-01-24,1,0,1,16,2,1,1.0,-11.2,-25.3,-18.7,30,4.7,149
2018-01-24,1,0,1,17,2,1,1.0,-11.8,-27.4,-18.3,26,3.5,124
2018-01-24,1,0,1,18,2,1,1.0,-13.0,-27.3,-19.6,29,3.4,203
2018-01-24,1,0,1,19,2,1,,-13.8,-26.9,-18.9,32,2.2,297
2018-01-24,1,0,1,20,2,1,,-14.3,-25.8,-14.3,37,1.3,211
2018-01-24,1,0,1,21,2,1,1.0,-14.7,-25.3,-21.4,40,3.2,125
2018-01-24,1,0,1,22,2,1,,-15.2,-24.4,-23.0,45,4.0,132
2018-01-24,1,0,1,23,2,1,,-15.7,-25.4,-23.1,43,3.6,121
2018-01-24,1,0,1,24,2,1,1.0,-15.9,-25.6,-23.6,43,3.8,82
2018-01-25,1,0,1,1,3,1,,-16.1,-26.0,-21.6,42,2.2,78
2018-01-25,1,0,1,2,3,1,,-16.0,-25.9,-16.0,42,1.3,68
2018-01-25,1,0,1,3,3,1,,-16.0,-26.5,-20.9,40,1.9,60
2018-01-25,1,0,1,4,3,1,,-15.9,-27.2,-21.7,37,2.4,32
2018-01-25,1,0,1,5,3,1,,-15.8,-27.1,-22.1,37,2.7,22
2018-01-25,1,0,1,6,3,1,1.0,-16.1,-28.7,-22.9,33,3.0,34
2018-01-25,1,0,1,7,3,1,1.0,-16.2,-28.7,-21.7,33,2.2,71
2018-01-25,1,0,1,8,3,1,,-16.4,-29.2,-23.6,32,3.3,165
2018-01-25,1,0,1,9,3,1,,-16.2,-28.7,-22.8,33,2.9,349
2018-01-25,1,0,1,10,3,1,,-15.3,-27.9,-21.0,33,2.4,187
2018-01-25,1,0,1,11,3,1,,-13.8,-29.6,-20.7,25,3.5,105
2018-01-25,1,0,1,12,3,1,,-12.8,-28.7,-19.2,25,3.2,122
2018-01-25,1,0,1,13,3,1,,-11.4,-26.7,-18.2,27,3.9,142
2018-01-25,1,0,1,14,3,1,1.0,-10.4,-26.7,-15.1,25,2.3,130
2018-01-25,1,0,1,15,3,1,,-9.7,-24.8,-15.9,28,3.7,160
2018-01-25,1,0,1,16,3,1,,-9.6,-23.6,-14.6,31,2.6,130
2018-01-25,1,0,1,17,3,1,,-10.9,-24.4,-17.7,32,4.0,152
2018-01-25,1,0,1,18,3,1,,-11.8,-24.8,-18.8,33,4.0,170
2018-01-25,1,0,1,19,3,1,,-12.7,-25.6,-19.6,33,3.7,288
2018-01-25,1,0,1,20,3,1,,-13.5,-26.3,-18.9,33,2.4,178
2018-01-25,1,0,1,21,3,1,1.0,-14.1,-26.2,-19.3,35,2.2,141
2018-01-25,1,0,1,22,3,1,,-14.6,-26.7,-20.3,35,2.5,137
2018-01-25,1,0,1,23,3,1,,-14.9,-26.9,-21.1,35,2.8,113
2018-01-25,1,0,1,24,3,1,1.0,-15.1,-27.4,-19.5,34,1.7,79
2018-01-26,1,0,1,1,4,1,,-15.3,-27.6,-19.7,34,1.7,68
2018-01-26,1,0,1,2,4,1,,-15.6,-28.2,-21.0,33,2.2,93
2018-01-26,1,0,1,3,4,1,1.0,-15.9,-28.2,-22.5,34,2.9,54
2018-01-26,1,0,1,4,4,1,1.0,-16.4,-28.0,-20.5,36,1.5,41
2018-01-26,1,0,1,5,4,1,1.0,-16.9,-27.9,-22.7,38,2.3,24
2018-01-26,1,0,1,6,4,1,1.0,-17.4,-27.7,-21.9,40,1.6,36
2018-01-26,1,0,1,7,4,1,1.0,-17.5,-28.4,-25.1,38,3.4,64
2018-01-26,1,0,1,8,4,1,1.0,-17.8,-28.1,-24.1,40,2.5,142
2018-01-26,1,0,1,9,4,1,1.0,-17.5,-28.7,-25.6,37,3.8,322
2018-01-26,1,0,1,10,4,1,1.0,-16.5,-29.0,-23.9,33,3.4,149
2018-01-26,1,0,1,11,4,1,1.0,-15.6,-28.9,-22.7,31,3.3,96
2018-01-26,1,0,1,12,4,1,1.0,-14.4,-28.2,-20.4,30,2.7,93
2018-01-26,1,0,1,13,4,1,1.0,-13.3,-27.9,-19.1,28,2.7,111
2018-01-26,1,0,1,14,4,1,1.0,-12.1,-27.3,-17.4,27,2.5,115
2018-01-26,1,0,1,15,4,1,1.0,-11.4,-26.7,-17.6,27,3.3,116
2018-01-26,1,0,1,16,4,1,1.0,-10.8,-25.8,-16.1,28,2.7,140
2018-01-26,1,0,1,17,4,1,1.0,-11.5,-25.2,-17.7,31,3.3,147
2018-01-26,1,0,1,18,4,1,1.0,-12.7,-25.6,-18.1,33,2.5,196
2018-01-26,1,0,1,19,4,1,,-13.2,-26.1,-18.5,33,2.4,305
2018-01-26,1,0,1,20,4,1,,-13.7,-25.9,-17.8,35,1.7,171
2018-01-26,1,0,1,21,4,1,1.0,-14.1,-25.9,-18.5,36,1.8,121
2018-01-26,1,0,1,22,4,1,,-14.6,-25.2,-19.1,40,1.8,130
2018-01-26,1,0,1,23,4,1,,-14.4,-25.6,-20.4,38,2.7,108
2018-01-26,1,0,1,24,4,1,1.0,-15.0,-25.0,-15.0,42,1.2,89
2018-01-27,1,0,1,1,5,0,,-15.1,-24.9,-15.1,43,0.8,80
2018-01-27,1,0,1,2,5,0,,-15.3,-25.0,-15.3,43,0.6,94
2018-01-27,1,0,1,3,5,0,1.0,-15.3,-25.0,-15.3,43,0.8,75
2018-01-27,1,0,1,4,5,0,1.0,-15.3,-24.0,-15.3,47,0.8,41
2018-01-27,1,0,1,5,5,0,1.0,-15.4,-24.6,-15.4,45,0.8,36
2018-01-27,1,0,1,6,5,0,1.0,-15.3,-24.0,-15.3,47,0.7,25
2018-01-27,1,0,1,7,5,0,1.0,-15.7,-23.1,-15.7,53,1.3,33
2018-01-27,1,0,1,8,5,0,1.0,-15.9,-22.2,-15.9,58,0.9,57
2018-01-27,1,0,1,9,5,0,1.0,-15.1,-23.4,-15.1,49,1.1,84
2018-01-27,1,0,1,10,5,0,1.0,-12.3,-24.6,-12.3,35,0.6,105
2018-01-27,1,0,1,11,5,0,1.0,-9.6,-22.9,-9.6,33,1.1,96
2018-01-27,1,0,1,12,5,0,1.0,-7.7,-21.5,-12.2,32,2.5,125
2018-01-27,1,0,1,13,5,0,1.0,-6.6,-22.5,-10.3,27,2.1,145
2018-01-27,1,0,1,14,5,0,1.0,-4.1,-21.2,-7.3,25,2.0,189
2018-01-27,1,0,1,15,5,0,1.0,-3.7,-20.4,-7.1,26,2.2,193
2018-01-27,1,0,1,16,5,0,1.0,-3.7,-20.9,-7.5,25,2.6,192
2018-01-27,1,0,1,17,5,0,1.0,-4.6,-21.2,-7.7,26,1.9,195
2018-01-27,1,0,1,18,5,0,1.0,-6.6,-20.9,-11.4,31,3.0,207
2018-01-27,1,0,1,19,5,0,,-7.1,-20.6,-10.7,33,2.0,162
2018-01-27,1,0,1,20,5,0,,-7.6,-20.1,-10.8,36,1.7,122
2018-01-27,1,0,1,21,5,0,,-7.9,-20.7,-12.5,35,2.6,117
2018-01-27,1,0,1,22,5,0,,-7.8,-18.2,-12.0,43,2.3,103
2018-01-27,1,0,1,23,5,0,,-7.6,-18.3,-7.6,42,1.2,114
2018-01-27,1,0,1,24,5,0,,-7.5,-20.0,-11.7,36,2.3,103
2018-01-28,1,0,1,1,6,1,,-7.5,-17.4,-11.8,45,2.4,125
2018-01-28,1,0,1,2,6,1,,-7.8,-16.1,-11.4,51,1.9,103
2018-01-28,1,0,1,3,6,1,,-7.7,-16.5,-11.1,49,1.8,72
2018-01-28,1,0,1,4,6,1,,-7.6,-19.8,-10.6,37,1.6,67
2018-01-28,1,0,1,5,6,1,,-7.5,-21.0,-10.3,33,1.5,38
2018-01-28,1,0,1,6,6,1,,-7.8,-20.6,-11.4,35,1.9,21
2018-01-28,1,0,1,7,6,1,,-8.0,-19.5,-11.6,39,1.9,30
2018-01-28,1,0,1,8,6,1,,-8.1,-18.5,-11.4,43,1.7,42
2018-01-28,1,0,1,9,6,1,1.0,-7.8,-18.7,-11.2,41,1.8,72
2018-01-28,1,0,1,10,6,1,1.0,-5.9,-18.9,-9.2,35,1.9,104
2018-01-28,1,0,1,11,6,1,1.0,-4.6,-20.8,-8.6,27,2.6,111
2018-01-28,1,0,1,12,6,1,1.0,-3.5,-20.2,-7.2,26,2.5,145
2018-01-28,1,0,1,13,6,1,1.0,-2.4,-21.2,-5.9,22,2.5,189
2018-01-28,1,0,1,14,6,1,1.0,-1.5,-21.6,-5.3,20,3.0,206
2018-01-28,1,0,1,15,6,1,1.0,-1.9,-20.3,-6.9,23,4.3,225
2018-01-28,1,0,1,16,6,1,1.0,-2.1,-18.6,-6.9,27,4.0,217
2018-01-28,1,0,1,17,6,1,,-3.8,-18.1,-9.8,32,5.2,187
2018-01-28,1,0,1,18,6,1,,-4.9,-18.0,-10.1,35,3.7,178
2018-01-28,1,0,1,19,6,1,,-6.0,-20.4,-11.3,31,3.6,157
2018-01-28,1,0,1,20,6,1,,-7.0,-21.6,-11.7,30,2.8,134
2018-01-28,1,0,1,21,6,1,,-7.3,-20.5,-12.8,34,3.5,113
2018-01-28,1,0,1,22,6,1,,-7.9,-19.1,-12.4,40,2.5,106
2018-01-28,1,0,1,23,6,1,,-8.7,-19.3,-12.8,42,2.1,105
2018-01-28,1,0,1,24,6,1,1.0,-9.3,-19.0,-9.3,45,0.7,81
2018-01-29,1,0,1,1,0,1,,-9.8,-19.0,-9.8,47,1.3,80
2018-01-29,1,0,1,2,0,1,,-10.2,-19.3,-10.2,47,0.9,62
2018-01-29,1,0,1,3,0,1,1.0,-9.8,-20.0,-15.1,43,2.8,49
2018-01-29,1,0,1,4,0,1,1.0,-9.9,-19.6,-14.8,45,2.5,27
2018-01-29,1,0,1,5,0,1,1.0,-10.4,-19.5,-10.4,47,1.0,26
2018-01-29,1,0,1,6,0,1,1.0,-10.9,-21.0,-10.9,43,1.0,50
2018-01-29,1,0,1,7,0,1,1.0,-11.1,-22.9,-14.6,37,1.6,94
2018-01-29,1,0,1,8,0,1,1.0,-11.5,-23.0,-11.5,38,1.0,231
2018-01-29,1,0,1,9,0,1,1.0,-10.8,-23.6,-16.4,34,2.9,450
2018-01-29,1,0,1,10,0,1,1.0,-9.5,-24.6,-15.7,28,3.7,217
2018-01-29,1,0,1,11,0,1,1.0,-8.1,-25.1,-13.9,24,3.6,135
2018-01-29,1,0,1,12,0,1,1.0,-7.3,-24.9,-13.1,23,3.8,166
2018-01-29,1,0,1,13,0,1,1.0,-6.9,-24.6,-13.3,23,4.6,186
2018-01-29,1,0,1,14,0,1,1.0,-5.7,-23.5,-11.7,23,4.5,166
2018-01-29,1,0,1,15,0,1,1.0,-5.2,-21.3,-11.1,27,4.5,168
2018-01-29,1,0,1,16,0,1,1.0,-5.5,-21.1,-11.3,28,4.3,177
2018-01-29,1,0,1,17,0,1,1.0,-5.7,-20.5,-11.0,30,3.6,195
2018-01-29,1,0,1,18,0,1,1.0,-6.6,-19.8,-10.9,34,2.5,239
2018-01-29,1,0,1,19,0,1,,-7.1,-18.4,-12.3,40,3.2,438
2018-01-29,1,0,1,20,0,1,1.0,-7.4,-18.4,-13.2,41,3.8,282
2018-01-29,1,0,1,21,0,1,1.0,-7.7,-18.4,-12.7,42,2.9,197
2018-01-29,1,0,1,22,0,1,,-8.8,-19.9,-14.1,40,3.0,182
2018-01-29,1,0,1,23,0,1,,-9.4,-20.2,-12.7,41,1.6,172
2018-01-29,1,0,1,24,0,1,1.0,-10.0,-22.9,-10.0,34,1.1,99
2018-01-30,1,0,1,1,1,1,,-10.4,-22.3,-10.4,37,0.3,108
2018-01-30,1,0,1,2,1,1,,-10.6,-21.6,-10.6,40,1.0,129
2018-01-30,1,0,1,3,1,1,1.0,-10.7,-21.1,-13.8,42,1.4,84
2018-01-30,1,0,1,4,1,1,1.0,-11.1,-19.4,-11.1,50,1.2,54
2018-01-30,1,0,1,5,1,1,1.0,-11.3,-19.0,-14.9,53,1.6,33
2018-01-30,1,0,1,6,1,1,1.0,-11.2,-18.9,-11.2,53,0.9,47
2018-01-30,1,0,1,7,1,1,1.0,-11.3,-18.1,-11.3,57,0.9,94
2018-01-30,1,0,1,8,1,1,1.0,-11.1,-17.1,-11.1,61,0.7,214
2018-01-30,1,0,1,9,1,1,1.0,-9.9,-18.6,-9.9,49,0.8,491
2018-01-30,1,0,1,10,1,1,,-7.5,-18.2,-7.5,42,0.9,254
2018-01-30,1,0,1,11,1,1,,-4.5,-19.8,-4.5,29,1.3,170
2018-01-30,1,0,1,12,1,1,,-3.2,-17.5,-7.1,32,2.7,220
2018-01-30,1,0,1,13,1,1,,-1.3,-14.8,-4.0,35,2.0,253
2018-01-30,1,0,1,14,1,1,3.0,-1.1,-11.2,-3.9,46,2.1,225
2018-01-30,1,0,1,15,1,1,3.0,-1.6,-9.4,-4.9,55,2.5,238
2018-01-30,1,0,1,16,1,1,,-2.2,-5.8,-4.6,76,1.7,173
2018-01-30,1,0,1,17,1,1,,-2.4,-4.5,-2.4,85,0.3,94
2018-01-30,1,0,1,18,1,1,,-2.3,-3.5,-2.3,91,0.4,53
2018-01-30,1,0,1,19,1,1,,-1.7,-2.9,-1.7,91,1.1,100
2018-01-30,1,0,1,20,1,1,,-1.5,-2.7,-3.8,91,1.7,59
2018-01-30,1,0,1,21,1,1,,-1.6,-2.8,-1.6,91,1.3,72
2018-01-30,1,0,1,22,1,1,,-1.7,-3.8,-1.7,85,1.2,60
2018-01-30,1,0,1,23,1,1,,-1.7,-4.2,-1.7,83,1.0,73
2018-01-30,1,0,1,24,1,1,3.0,-1.7,-4.2,-1.7,83,0.8,62
2018-01-31,1,0,1,1,2,1,,-1.6,-4.4,-1.6,81,1.1,69
2018-01-31,1,0,1,2,2,1,,-1.6,-4.6,-3.4,80,1.4,96
2018-01-31,1,0,1,3,2,1,,-2.2,-4.7,-2.2,83,1.0,60
2018-01-31,1,0,1,4,2,1,,-2.4,-5.0,-4.5,82,1.5,47
2018-01-31,1,0,1,5,2,1,,-2.8,-5.2,-2.8,83,0.6,34
2018-01-31,1,0,1,6,2,1,,-3.1,-6.0,-3.1,80,0.7,34
2018-01-31,1,0,1,7,2,1,,-3.5,-5.9,-5.9,83,1.6,63
2018-01-31,1,0,1,8,2,1,,-3.6,-6.0,-6.2,83,1.7,124
2018-01-31,1,0,1,9,2,1,,-3.3,-6.7,-3.3,77,1.2,273
2018-01-31,1,0,1,10,2,1,,-2.3,-8.4,-4.7,63,1.7,137
2018-01-31,1,0,1,11,2,1,,-1.5,-11.6,-4.8,46,2.5,102
2018-01-31,1,0,1,12,2,1,,-1.0,-14.5,-4.4,35,2.7,144
2018-01-31,1,0,1,13,2,1,,-0.8,-13.0,-4.1,39,2.6,160
2018-01-31,1,0,1,14,2,1,,-0.7,-15.0,-4.1,33,2.7,171
2018-01-31,1,0,1,15,2,1,,-0.5,-15.9,-3.4,30,2.3,156
2018-01-31,1,0,1,16,2,1,,-0.1,-16.0,-2.0,29,1.6,214
2018-01-31,1,0,1,17,2,1,,-0.9,-14.8,-4.4,34,2.8,216
2018-01-31,1,0,1,18,2,1,,-1.8,-15.2,-4.7,35,2.1,279
2018-01-31,1,0,1,19,2,1,,-2.2,-15.2,-5.3,36,2.2,403
2018-01-31,1,0,1,20,2,1,,-2.6,-15.6,-6.7,36,3.1,270
2018-01-31,1,0,1,21,2,1,,-3.4,-15.0,-3.4,40,0.9,229
2018-01-31,1,0,1,22,2,1,,-4.2,-13.5,-4.2,48,1.0,229
2018-01-31,1,0,1,23,2,1,,-4.7,-12.8,-4.7,53,1.3,188
2018-01-31,1,0,1,24,2,1,1.0,-5.2,-12.6,-7.5,56,1.4,132
2018-02-01,1,0,2,1,3,1,,-5.4,-13.2,-8.3,54,1.7,122
2018-02-01,1,0,2,2,3,1,,-5.5,-13.5,-9.0,53,2.1,149
2018-02-01,1,0,2,3,3,1,1.0,-6.2,-13.3,-9.0,57,1.6,103
2018-02-01,1,0,2,4,3,1,1.0,-7.1,-14.4,-10.4,56,1.8,81
2018-02-01,1,0,2,5,3,1,1.0,-7.8,-13.2,-12.0,65,2.3,37
2018-02-01,1,0,2,6,3,1,1.0,-8.1,-14.7,-8.1,59,0.7,51
2018-02-01,1,0,2,7,3,1,1.0,-8.7,-14.2,-8.7,64,0.5,95
2018-02-01,1,0,2,8,3,1,1.0,-8.6,-15.1,-8.6,59,1.0,244
2018-02-01,1,0,2,9,3,1,1.0,-7.9,-16.5,-7.9,50,0.6,459
2018-02-01,1,0,2,10,3,1,1.0,-5.0,-16.2,-5.0,41,0.5,259
2018-02-01,1,0,2,11,3,1,1.0,-2.6,-16.6,-4.7,33,1.5,168
2018-02-01,1,0,2,12,3,1,1.0,-1.1,-16.1,-1.1,31,1.3,194
2018-02-01,1,0,2,13,3,1,1.0,0.3,-16.1,-3.2,28,3.1,240
2018-02-01,1,0,2,14,3,1,1.0,0.8,-18.0,-2.7,23,3.2,233
2018-02-01,1,0,2,15,3,1,1.0,0.7,-17.1,-2.7,25,3.0,256
2018-02-01,1,0,2,16,3,1,1.0,1.1,-16.3,-1.3,26,2.1,293
2018-02-01,1,0,2,17,3,1,1.0,0.3,-17.0,-2.6,26,2.4,268
2018-02-01,1,0,2,18,3,1,1.0,-1.0,-17.2,-3.5,28,1.9,341
2018-02-01,1,0,2,19,3,1,,-1.8,-16.3,-3.8,32,1.5,542
2018-02-01,1,0,2,20,3,1,,-2.4,-15.4,-2.4,36,1.0,344
2018-02-01,1,0,2,21,3,1,1.0,-3.2,-12.9,-5.9,47,1.8,263
2018-02-01,1,0,2,22,3,1,,-3.9,-12.3,-3.9,52,1.2,257
2018-02-01,1,0,2,23,3,1,,-4.5,-12.1,-4.5,55,0.4,235
2018-02-01,1,0,2,24,3,1,1.0,-4.9,-12.3,-4.9,56,1.1,143
2018-02-02,1,0,2,1,4,1,,-5.2,-12.6,-5.2,56,0.9,138
2018-02-02,1,0,2,2,4,1,,-5.7,-12.4,-5.7,59,0.3,159
2018-02-02,1,0,2,3,4,1,1.0,-6.3,-12.2,-6.3,63,0.9,102
2018-02-02,1,0,2,4,4,1,1.0,-6.7,-12.1,-6.7,65,1.1,65
2018-02-02,1,0,2,5,4,1,1.0,-6.8,-13.0,-6.8,61,0.2,47
2018-02-02,1,0,2,6,4,1,,-7.0,-13.0,-7.0,62,1.3,48
2018-02-02,1,0,2,7,4,1,,-7.4,-13.4,-10.2,62,1.5,115
2018-02-02,1,0,2,8,4,1,,-7.4,-14.2,-11.4,58,2.2,267
2018-02-02,1,0,2,9,4,1,,-6.5,-14.2,-6.5,54,1.2,558
2018-02-02,1,0,2,10,4,1,1.0,-4.1,-14.8,-4.1,43,1.2,280
2018-02-02,1,0,2,11,4,1,1.0,-1.4,-14.2,-1.4,37,1.0,187
2018-02-02,1,0,2,12,4,1,1.0,0.9,-12.1,-0.7,37,1.5,234
2018-02-02,1,0,2,13,4,1,1.0,1.6,-14.5,-0.8,29,2.2,303
2018-02-02,1,0,2,14,4,1,1.0,3.2,-14.5,1.0,26,2.2,294
2018-02-02,1,0,2,15,4,1,1.0,3.6,-14.1,1.3,26,2.4,293
2018-02-02,1,0,2,16,4,1,1.0,2.9,-14.7,-0.0,26,3.0,310
2018-02-02,1,0,2,17,4,1,1.0,2.0,-16.0,-0.5,25,2.3,330
2018-02-02,1,0,2,18,4,1,1.0,0.5,-12.5,-2.9,37,3.0,382
2018-02-02,1,0,2,19,4,1,,-0.5,-11.5,-3.6,43,2.5,592
2018-02-02,1,0,2,20,4,1,,-1.3,-10.1,-4.5,51,2.4,379
2018-02-02,1,0,2,21,4,1,1.0,-2.0,-8.5,-4.4,61,1.7,241
2018-02-02,1,0,2,22,4,1,,-2.4,-8.4,-2.4,63,1.3,225
2018-02-02,1,0,2,23,4,1,,-2.6,-7.5,-5.5,69,2.0,227
2018-02-02,1,0,2,24,4,1,,-2.5,-7.4,-5.6,69,2.2,178
2018-02-03,1,0,2,1,5,0,,-2.3,-6.8,-6.5,71,3.2,182
2018-02-03,1,0,2,2,5,0,,-3.4,-6.0,-8.6,82,4.2,184
2018-02-03,1,0,2,3,5,0,,-4.4,-7.3,-9.9,80,4.3,123
2018-02-03,1,0,2,4,5,0,,-5.6,-9.5,-11.2,74,4.0,60
2018-02-03,1,0,2,5,5,0,3.0,-6.3,-11.8,-12.0,65,3.9,35
2018-02-03,1,0,2,6,5,0,,-7.8,-14.8,-14.5,57,4.8,31
2018-02-03,1,0,2,7,5,0,1.0,-8.8,-15.5,-15.1,58,4.0,33
2018-02-03,1,0,2,8,5,0,1.0,-9.5,-16.6,-15.5,56,3.5,67
2018-02-03,1,0,2,9,5,0,1.0,-9.4,-18.6,-15.2,47,3.3,116
2018-02-03,1,0,2,10,5,0,1.0,-8.5,-18.8,-14.7,43,4.0,168
2018-02-03,1,0,2,11,5,0,1.0,-7.7,-18.7,-14.3,41,4.6,144
2018-02-03,1,0,2,12,5,0,1.0,-6.0,-18.0,-11.1,38,3.4,195
2018-02-03,1,0,2,13,5,0,1.0,-5.8,-17.8,-11.2,38,3.7,192
2018-02-03,1,0,2,14,5,0,1.0,-5.0,-19.5,-10.4,31,4.0,229
2018-02-03,1,0,2,15,5,0,1.0,-4.5,-19.1,-10.1,31,4.3,196
2018-02-03,1,0,2,16,5,0,1.0,-4.2,-18.8,-9.0,31,3.5,210
2018-02-03,1,0,2,17,5,0,1.0,-5.6,-19.7,-11.7,32,4.6,205
2018-02-03,1,0,2,18,5,0,1.0,-6.6,-19.2,-12.7,36,4.4,211
2018-02-03,1,0,2,19,5,0,,-7.6,-21.4,-14.3,32,4.8,175
2018-02-03,1,0,2,20,5,0,,-8.5,-22.6,-14.8,31,4.1,135
2018-02-03,1,0,2,21,5,0,1.0,-9.1,-20.8,-14.1,38,2.7,109
2018-02-03,1,0,2,22,5,0,,-9.7,-19.4,-15.2,45,3.0,107
2018-02-03,1,0,2,23,5,0,,-10.0,-18.9,-15.0,48,2.6,92
2018-02-03,1,0,2,24,5,0,1.0,-10.4,-19.0,-15.2,49,2.4,91
2018-02-04,1,0,2,1,6,1,,-10.5,-19.4,-16.3,48,3.1,98
2018-02-04,1,0,2,2,6,1,,-10.5,-19.1,-14.7,49,2.0,90
2018-02-04,1,0,2,3,6,1,1.0,-10.6,-19.7,-17.0,47,3.7,60
2018-02-04,1,0,2,4,6,1,1.0,-11.2,-20.3,-16.0,47,2.3,54
2018-02-04,1,0,2,5,6,1,1.0,-11.5,-19.6,-17.7,51,3.3,35
2018-02-04,1,0,2,6,6,1,1.0,-11.8,-19.2,-16.9,54,2.4,21
2018-02-04,1,0,2,7,6,1,1.0,-12.4,-19.8,-17.7,54,2.5,23
2018-02-04,1,0,2,8,6,1,1.0,-12.8,-19.7,-18.1,56,2.4,34
2018-02-04,1,0,2,9,6,1,1.0,-12.4,-20.4,-19.3,51,3.8,70
2018-02-04,1,0,2,10,6,1,1.0,-11.2,-21.3,-17.6,43,3.5,97
2018-02-04,1,0,2,11,6,1,1.0,-9.7,-21.6,-14.9,37,2.8,103
2018-02-04,1,0,2,12,6,1,1.0,-8.3,-22.1,-11.8,32,1.8,115
2018-02-04,1,0,2,13,6,1,1.0,-8.3,-21.4,-14.5,34,4.0,165
2018-02-04,1,0,2,14,6,1,1.0,-7.4,-20.9,-13.4,33,4.0,152
2018-02-04,1,0,2,15,6,1,1.0,-6.4,-21.1,-12.9,30,4.9,177
2018-02-04,1,0,2,16,6,1,1.0,-5.4,-20.6,-10.6,29,3.6,190
2018-02-04,1,0,2,17,6,1,1.0,-5.9,-21.9,-11.2,27,3.6,181
2018-02-04,1,0,2,18,6,1,1.0,-7.0,-23.3,-13.0,26,4.1,184
2018-02-04,1,0,2,19,6,1,,-7.7,-21.9,-13.1,31,3.3,154
2018-02-04,1,0,2,20,6,1,,-8.2,-23.5,-13.9,28,3.5,124
2018-02-04,1,0,2,21,6,1,1.0,-8.9,-21.6,-14.4,35,3.2,98
2018-02-04,1,0,2,22,6,1,,-9.7,-19.4,-9.7,45,1.3,107
2018-02-04,1,0,2,23,6,1,,-10.3,-19.2,-14.5,48,2.0,78
2018-02-04,1,0,2,24,6,1,1.0,-10.5,-18.4,-15.3,52,2.4,77
2018-02-05,1,0,2,1,0,1,,-11.2,-18.6,-11.2,54,1.0,82
2018-02-05,1,0,2,2,0,1,,-11.2,-18.4,-14.5,55,1.5,52
2018-02-05,1,0,2,3,0,1,1.0,-11.3,-18.7,-11.3,54,0.6,39
2018-02-05,1,0,2,4,0,1,1.0,-11.7,-19.8,-11.7,51,1.2,33
2018-02-05,1,0,2,5,0,1,1.0,-11.6,-21.1,-16.6,45,2.4,20
2018-02-05,1,0,2,6,0,1,1.0,-11.5,-22.4,-16.4,40,2.3,37
2018-02-05,1,0,2,7,0,1,1.0,-11.6,-21.4,-15.2,44,1.6,110
2018-02-05,1,0,2,8,0,1,1.0,-11.5,-22.4,-17.1,40,2.8,227
